,dice_coef,val_dice_coef,loss,val_loss
0,0.45350757241249084,0.23778054118156433,0.5464924573898315,0.773142397403717
1,0.5664330124855042,0.32067394256591797,0.43356698751449585,0.6890892386436462
2,0.6386762261390686,0.12910890579223633,0.3613238036632538,0.8604046702384949
3,0.6982996463775635,0.46985551714897156,0.3017004430294037,0.5345691442489624
4,0.7483056783676147,0.3213261365890503,0.25169432163238525,0.6630364656448364
5,0.776081383228302,0.1891753375530243,0.2239185869693756,0.8027591705322266
6,0.8027865886688232,0.1250714510679245,0.19721335172653198,0.8678253889083862
7,0.8347073793411255,0.17828203737735748,0.1652926802635193,0.7997124791145325
8,0.8533438444137573,0.3359262943267822,0.14665624499320984,0.6740255355834961
9,0.8738288879394531,0.5521116852760315,0.1261710822582245,0.44831767678260803
10,0.8825725317001343,0.6837891340255737,0.11742743849754333,0.3074478507041931
11,0.8859040141105652,0.7170972228050232,0.11409592628479004,0.2755620777606964
12,0.8889796733856201,0.7279720306396484,0.1110202893614769,0.263256311416626
13,0.8911840915679932,0.7326666116714478,0.10881581902503967,0.25448518991470337
14,0.8935827612876892,0.7384555339813232,0.10641717165708542,0.2504696846008301
15,0.8962811231613159,0.7524867057800293,0.10371889173984528,0.235871821641922
16,0.8978281617164612,0.7589231729507446,0.10217184573411942,0.23064486682415009
17,0.9016190767288208,0.7490257024765015,0.09838096052408218,0.235031858086586
18,0.9006944298744202,0.7751805782318115,0.09930568188428879,0.21157008409500122
19,0.9026550650596619,0.7899842262268066,0.097344771027565,0.20481644570827484
20,0.906566321849823,0.7803791761398315,0.09343362599611282,0.2119956612586975
21,0.9082117676734924,0.8045383095741272,0.09178823977708817,0.18819986283779144
22,0.9116789698600769,0.8069435358047485,0.0883210226893425,0.19360706210136414
23,0.912004828453064,0.8040578961372375,0.087995246052742,0.19930784404277802
24,0.9094316959381104,0.8353486061096191,0.09056833386421204,0.16550646722316742
25,0.911487877368927,0.8306341171264648,0.08851194381713867,0.16798916459083557
26,0.9155269265174866,0.8259880542755127,0.08447317034006119,0.176258385181427
27,0.9155797362327576,0.8418436050415039,0.08442021161317825,0.16747821867465973
28,0.9185786843299866,0.844107985496521,0.08142129331827164,0.16002331674098969
29,0.9185866713523865,0.850736141204834,0.0814133957028389,0.15540072321891785
30,0.9218394160270691,0.8458150625228882,0.07816053181886673,0.16333159804344177
31,0.9258629679679871,0.8523042798042297,0.07413705438375473,0.15492357313632965
32,0.9267345666885376,0.8584675788879395,0.0732654333114624,0.15206679701805115
33,0.9264110922813416,0.86879563331604,0.07358881086111069,0.1419367492198944
34,0.9292765855789185,0.8483110666275024,0.07072340697050095,0.1602739542722702
35,0.9305679798126221,0.8664318323135376,0.06943197548389435,0.14236220717430115
36,0.9322704672813416,0.8536046743392944,0.06772948801517487,0.1607385277748108
37,0.9327023029327393,0.8741008043289185,0.06729773432016373,0.12972337007522583
38,0.9341197609901428,0.8641457557678223,0.06588032841682434,0.14278477430343628
39,0.9366626143455505,0.8722597360610962,0.06333732604980469,0.1405697911977768
40,0.9374192357063293,0.8724761009216309,0.06258074194192886,0.13516929745674133
41,0.9365121126174927,0.8549086451530457,0.06348783522844315,0.15345709025859833
42,0.9393824338912964,0.8653703927993774,0.060617584735155106,0.1383843719959259
43,0.9395835399627686,0.8717731237411499,0.06041645258665085,0.13518169522285461
44,0.9417604207992554,0.8735324144363403,0.05823950096964836,0.13672061264514923
45,0.9432643055915833,0.8724061846733093,0.056735653430223465,0.1368764489889145
46,0.9431796669960022,0.8745567798614502,0.056820355355739594,0.13457231223583221
47,0.9428984522819519,0.8727391958236694,0.05710146948695183,0.1349027156829834
48,0.942407488822937,0.8747119903564453,0.057592518627643585,0.13309678435325623
49,0.9432894587516785,0.8759768605232239,0.056710489094257355,0.13193318247795105
50,0.9439604878425598,0.8766453266143799,0.05603949725627899,0.13103146851062775
51,0.9438958764076233,0.8775529861450195,0.05610407143831253,0.13029153645038605
52,0.9433200359344482,0.8779478669166565,0.05667997896671295,0.12964953482151031
53,0.9436715841293335,0.8781317472457886,0.05632835999131203,0.12929360568523407
54,0.9444870352745056,0.8781667947769165,0.055512793362140656,0.12908068299293518
55,0.9437739849090576,0.8780726194381714,0.056225940585136414,0.1290198266506195
56,0.9436204433441162,0.8780368566513062,0.05637948215007782,0.1289340853691101
57,0.9437280893325806,0.8779910802841187,0.056271977722644806,0.1288263350725174
58,0.9438769221305847,0.878180742263794,0.05612299218773842,0.12870009243488312
59,0.944267988204956,0.8782767057418823,0.05573193356394768,0.1286022812128067
60,0.9439283609390259,0.8781170845031738,0.05607154592871666,0.12866035103797913
61,0.9434159398078918,0.8777591586112976,0.05658401548862457,0.1288549304008484
62,0.944815993309021,0.8779452443122864,0.05518407002091408,0.12868806719779968
63,0.9438726902008057,0.877906084060669,0.0561274029314518,0.12872081995010376
64,0.9435726404190063,0.8779032826423645,0.05642729252576828,0.12870199978351593
65,0.9444075226783752,0.8777188062667847,0.05559239536523819,0.1288394331932068
66,0.9431585669517517,0.8778533339500427,0.05684143677353859,0.12874487042427063
67,0.9434513449668884,0.8776946663856506,0.05654871463775635,0.12883077561855316
